ID;Shortlist;NAZEV;NAZEV CELY;MISTO;ADRESA;STAT;STATUS;ROK;WWW;FB;LOGO;POZNAMKA;PIVO;FOTO;GPS;Y;X;VISITED;KRAJ;OKRES;ORP;OBEC
133;Pivovar (Brewery);Protivín;Pivovar Protivín;Protivín;Pivovar 168, Protivín;Czechia;průmyslový pivovar (industrial brewery);1598;http://www.pivovar-protivin.cz;https://www.facebook.com/PivoPlatan;https://goo.gl/rLmHYW;;Lobkowicz, Merlin, Platan, Prácheňská perla, Protivínský Granát, Schwarzenberg;;N 49°12.27637', E 14°13.05942';49.204606;14.217657;NO;Jihočeský kraj;Písek;Písek;Protivín
134;Pivovar (Brewery);Poddžbánský;Poddžbánský pivovar;Mutějovice;Velká Strana 75, Mutějovice;Czechia;restaurační pivovar (brewpub);2009;http://www.poddzbanskypivovar.cz;https://www.facebook.com/poddzbansky.pivovar;https://goo.gl/sdShB8;;Poddžbánské, Rudý Baron;;N 50°11.62627', E 13°42.48202';50.1937711;13.7080336;NO;Středočeský kraj;Rakovník;Rakovník;Mutějovice
135;Pivovar (Brewery);Podhorský;Podhorský pivovar;Frýdlant nad Ostravicí;Náměstí 1, Frýdlant nad Ostravicí - Frýdlant;Czechia;uzavřený pivovar (closed brewery);2013 / 2018;http://www.hotel-beskyd.cz;;https://goo.gl/MQqLvW;;Podhorské;https://www.facebook.com/media/set/?set=a.310144265789288.1073741845.282498931887155&type=1&l=e98be41564;N 49°35.61852', E 18°21.56917';49.593642;18.359486;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdlant nad Ostravicí;Frýdlant nad Ostravicí
136;Pivovar (Brewery);Pánů z Růže;Pivovárek Pánů z Růže;Jindřichův Hradec;Vídeňská 159, Jindřichův Hradec - Jindřichův Hradec III;Czechia;uzavřený pivovar (closed brewery);2013 / 2015;;https://www.facebook.com/Pivovárek-pánů-z-Růže-Jindřichův-Hradec-135750843232781;https://goo.gl/gsQwov;Přestěhoval se do Židovic;Jindřich, Vítek;https://flic.kr/s/aHsmgQEVCb;N 49°8.31097', E 15°0.52128';49.138516;15.008688;NO;Jihočeský kraj;Jindřichův Hradec;Jindřichův Hradec;Jindřichův Hradec
137;Pivovar (Brewery);Podkováň;Pivovar Podkováň;Kováň;Kováň 21, Kováň;Czechia;průmyslový pivovar (industrial brewery);2011;http://www.podkovan.cz;https://www.facebook.com/podkovanskepivo;https://goo.gl/HJE5CJ;;Podkováň;;N 50°25.13982', E 14°46.97183';50.418997;14.782864;NO;Středočeský kraj;Mladá Boleslav;Mladá Boleslav;Kováň
138;Pivovar (Brewery);Polička;Měšťanský pivovar v Poličce;Polička;Pivovarská 151, Polička - Dolní Předměstí;Czechia;průmyslový pivovar (industrial brewery);1517;http://www.pivovar-policka.cz;https://www.facebook.com/policskepivo;https://goo.gl/UhheX3;;Eliška, František Bittner, Hradební, Otakar, Záviš;;N 49°42.64962', E 16°15.59910';49.710827;16.259985;NO;Pardubický kraj;Svitavy;Polička;Polička
139;Pivovar (Brewery);Nymburk;Pivovar Nymburk;Nymburk;Pražská 581/22, Nymburk;Czechia;průmyslový pivovar (industrial brewery);1895;http://www.postriziny.cz;https://www.facebook.com/Pivovar-Nymburk-Postřižinské-pivo-260751793964157;https://goo.gl/Adhfxv;V plánu výstavba vlastní restaurace v areálu pivovaru;Bogan, Čokoládové, Gold Bohemia Beer, Francinův, Grešlák, Jubilejní Hrabalův, Něžný Barbar, Nymburk, Pepinova desítka, Postřižinské, Staročech;https://flic.kr/s/aHsme9F67K;N 50°10.72827', E 15°2.29185';50.1788044;15.0381975;NO;Středočeský kraj;Nymburk;Nymburk;Nymburk
140;Pivovar (Brewery);Poutník;Pivovar Poutník;Pelhřimov;Pivovarská 856, Pelhřimov;Czechia;průmyslový pivovar (industrial brewery);1552;http://www.pivovarpoutnik.cz;https://www.facebook.com/pivovarpoutnik;https://goo.gl/YSj2Ed;;Poutník;;N 49°25.83800', E 15°13.23000';49.430629;15.220492;NO;Kraj Vysočina;Pelhřimov;Pelhřimov;Pelhřimov
141;Pivovar (Brewery);Boršov;Pivovar Boršov;Praha - Staré Město;Betlémská 286/5, Praha 1 - Staré Město;Czechia;uzavřený pivovar (closed brewery);2008 / 2018;http://www.pivovarborsov.cz;https://www.facebook.com/Pivovar-Boršov-1361358393940463;https://goo.gl/DNKHw7;"Nástupce pivovaru ""Pražský most u Valšů""";(Pražský most), Boršovské, Slavovar;;N 50°5.01847', E 14°24.88057';50.083641;14.414676;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
142;Pivovar (Brewery);Náchod;Pivovar Náchod;Náchod;Dobrošovská 130, Náchod;Czechia;průmyslový pivovar (industrial brewery);1872;http://www.primator.cz;https://www.facebook.com/primator.cz;https://goo.gl/cgcwYh;;Antonín, Diamant, Evergreen, Hron, Primátor, Rytířský, Špringl;;N 50°24.89617', E 16°10.27643';50.414936;16.171274;NO;Královéhradecký kraj;Náchod;Náchod;Náchod
143;Pivovar (Brewery);Chyše;Zámecký pivovar Chyše;Chyše;Chyše 54, Chyše;Czechia;restaurační pivovar (brewpub);2005;http://www.chyse.com;https://www.facebook.com/zamek.pivovar.chyse;https://goo.gl/mPvbSg;;Májový, Prokop, Proškovo pivo;;N 50°6.33720', E 13°14.85588';50.10562;13.247598;NO;Karlovarský kraj;Karlovy Vary;Karlovy Vary;Chyše
144;Pivovar (Brewery);Propper;Rodinný pivovar Propper;Praskačka;Praskačka 71, Praskačka;Czechia;uzavřený pivovar (closed brewery);2012 / 2018;http://www.pivovarpropper.cz;https://www.facebook.com/pivovarpropper;https://goo.gl/GwE6GX;;Black bird, Propper, Rakytníkové;https://flic.kr/s/aHsmdCzfQ5;N 50°10.57788', E 15°44.49468';50.176298;15.741578;YES;Královéhradecký kraj;Hradec Králové;Hradec Králové;Praskačka
145;Pivovar (Brewery);Purkmistr;Pivovar Purkmistr;Plzeň - Černice;Selská náves 21/2, Plzeň 8 - Černice;Czechia;restaurační pivovar (brewpub);2007;http://www.purkmistr.cz;https://www.facebook.com/pivovarskydvurplzen;https://goo.gl/Tsn8JH;;Černice, Písař, Purkmistr;;N 49°41.93032', E 13°24.84243';49.6988386;13.4140406;YES;Plzeňský kraj;Plzeň-město;Plzeň;Plzeň
146;Pivovar (Brewery);Pivovarský dům;Pivovarský dům Ostrava;Ostrava - Moravská Ostrava;Přívozská 367/34, Ostrava - Moravská Ostrava a Přívoz;Czechia;restaurační pivovar (brewpub);2007;http://www.hobitclub.net;https://www.facebook.com/Pivovarský-dům-353286041431824;https://goo.gl/ucCTU3;Původní název - Biovar, dvě hospody s vlastním pivem i s rotujícími pípami, Aliance P.I.V.;Blackdog, Dorka, Dráb, Firedog, Kunětický Hejkal, Lejla, Qásek, ShpeQ, Šumperský svišť, Trigo, Venda, Vidle, Voko;;N 49°50.40117', E 18°17.31130';49.8400194;18.2885217;YES;Moravskoslezský kraj;Ostrava-město;Ostrava;Ostrava
147;Pivovar (Brewery);Radegast;Pivovar Radegast;Nošovice;Nošovice 238, Nošovice;Czechia;průmyslový pivovar (industrial brewery);1970;http://www.radegast.cz;https://www.facebook.com/radegastCZ;https://goo.gl/CHTCjt;;Klasik, Letní Krýgl, Original, Peprně hořký, Premium, Radegast, Ryze hořká, Temně hořký;;N 49°39.70013', E 18°25.68318';49.661669;18.428053;YES;Moravskoslezský kraj;Frýdek-Místek;Frýdek-Místek;Nošovice
148;Pivovar (Brewery);Radniční;Jihlavský radniční právovárečný pivovar;Jihlava;Masarykovo náměstí 100/66, Jihlava;Czechia;restaurační pivovar (brewpub);2011;http://www.radnicni-jihlava.cz;https://www.facebook.com/radnicnirestauraceapivovar;https://goo.gl/hoZoNV;I jedna rotující pípa;Black Roof, Ignác, I love you Honey Bunny, Jiskra, Lumberjack, PRIO-R, Radniční, Single Hop, Tadeáš, Zikmund, Zuzana;;N 49°23.78100', E 15°35.45647';49.39635;15.5909411;YES;Kraj Vysočina;Jihlava;Jihlava;Jihlava
149;Pivovar (Brewery);Radnice;Minipivovar Radnice;Radnice;Puchmajerova 606, Radnice;Czechia;minipivovar (craftbrewery);2012;https://www.pivovar-radnice.cz;https://www.facebook.com/minipivovarRadnice;https://goo.gl/GimoRA;;Radnická;https://flic.kr/s/aHsmgFskDi;N 49°51.40662', E 13°36.80008';49.8567769;13.6133347;YES;Plzeňský kraj;Rokycany;Rokycany;Radnice
150;Pivovar (Brewery);Radouš;Pivovar Radouš;Šťáhlavy;Náves republiky 55, Šťáhlavy;Czechia;minipivovar s výčepem (craftbrewery with a bar);2008;http://pivovar.stahlavy.com;https://www.facebook.com/PivovarRadous;https://goo.gl/62t6CE;;Brutus Beer, Crazy Jamaica, Dr. Čížek, Pilsner Ilgner, Radoush, Radouš, Šťáhlavská, The Only Element, Viliem Šejkspír;https://flic.kr/s/aHsmc3WS6A;N 49°40.53570', E 13°30.22980';49.675595;13.50383;NO;Plzeňský kraj;Plzeň-město;Plzeň;Šťáhlavy
151;Pivovar (Brewery);Dobruška;Rodinný pivovar Dobruška;Dobruška;Křovická 267, Dobruška;Czechia;minipivovar (craftbrewery);2008;http://www.pivovardobruska.cz;https://www.facebook.com/pivovardobruska;https://goo.gl/B2RXjT;;Dobrušské, F.L.Věk, Muderlant, Rampušák;https://www.facebook.com/media/set/?set=a.382998641837183.1073741859.282498931887155&type=1&l=217b5bbcbd;N 50°17.68523', E 16°9.73332';50.294754;16.162222;NO;Královéhradecký kraj;Rychnov nad Kněžnou;Dobruška;Dobruška
152;Pivovar (Brewery);Ratíškovice;Pivovar Ratíškovice;Ratíškovice;Vítězná 1220, Ratíškovice;Czechia;restaurační pivovar (brewpub);2010;http://www.namlyne.com;https://www.facebook.com/Ratíškovické-pivo-488598851198801;https://goo.gl/ekvqsN;;Granát, Ratíškovický;https://flic.kr/s/aHskug9tVa;N 48°55.07112', E 17°9.63113';48.917852;17.160519;YES;Jihomoravský kraj;Hodonín;Hodonín;Ratíškovice
153;Pivovar (Brewery);Havlíčkův Brod;Měšťanský pivovar Havlíčkův Brod;Havlíčkův Brod;Dobrovského 2027, Havlíčkův Brod;Czechia;průmyslový pivovar (industrial brewery);1834;http://www.hbrebel.cz;https://www.facebook.com/REBELpivo;https://goo.gl/PDYi6y;;Drsoň, Haškův C.K. Rebel, Hradecká, Hradecký Votrok, Karlovec, Rebel, Svitavák, Tudor;;N 49°36.60893', E 15°34.60032';49.610149;15.576672;NO;Kraj Vysočina;Havlíčkův Brod;Havlíčkův Brod;Havlíčkův Brod
154;Pivovar (Brewery);Regent;Pivovar Bohemia Regent;Třeboň;Trocnovské nám. 124, Třeboň - Třeboň I;Czechia;průmyslový pivovar (industrial brewery);1379;http://www.pivovar-regent.cz;https://www.facebook.com/PivovarRegent;https://goo.gl/81kTJ8;;Bohemia Regent, Český Granát, Kníže, Lady Vanilla, Pivo Petra Voka, Prezident, Regent, Schwarzenbergské;;N 49°0.14723', E 14°46.35337';49.0024539;14.7725561;YES;Jihočeský kraj;Jindřichův Hradec;Třeboň;Třeboň
155;Pivovar (Brewery);Richard;Minipivovar Richard Žebětín;Brno - Žebětín;Ríšova 64/12, Brno - Žebětín;Czechia;restaurační pivovar (brewpub);2004;http://www.pivo-richard.cz;https://www.facebook.com/brnenskyminipivovarrichard;https://goo.gl/GHosZi;;Richard;;N 49°12.44352', E 16°29.03543';49.207392;16.483924;YES;Jihomoravský kraj;Brno-město;Brno;Brno
156;Pivovar (Brewery);U Bulovky;Pivovar u Bulovky;Praha - Bulovka;Bulovka 373/17, Praha 8 - Libeň;Czechia;restaurační pivovar (brewpub);2003;http://www.pivovarubulovky.cz;https://www.facebook.com/pivovarubulovky;https://goo.gl/oduhYB;;Libeňský, Richter;;N 50°6.91630', E 14°27.97742';50.1152717;14.4662903;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
157;Pivovar (Brewery);Rohan;Rohovský minipivovar U Komárků;Rohov;Slezská 86, Rohov;Czechia;restaurační pivovar (brewpub);2010;http://www.ukomarku.cz;https://www.facebook.com/RohovskyMinipivovar;https://goo.gl/8tXnZr;;Rohan;https://flic.kr/s/aHsmj5KEHj;N 50°0.91950', E 18°4.38217';50.015325;18.073036;YES;Moravskoslezský kraj;Opava;Kravaře;Rohov
158;Pivovar (Brewery);Rožnovský;Rožnovský pivovar;Rožnov pod Radhoštěm;Pivovarská 6, Rožnov pod Radhoštěm;Czechia;restaurační pivovar (brewpub);2010;http://roznovskepivo.cz;https://www.facebook.com/roznovskepivnilazne;https://goo.gl/kxdFP6;;Baron Popper, Bruno, Čert, Habsburg, Radhošť, Rothschild, Rožnov, Rožnovské, Rytíř Gutmann, Žerotín;;N 49°27.40380', E 18°8.21022';49.45673;18.136837;YES;Zlínský kraj;Vsetín;Rožnov pod Radhoštěm;Rožnov pod Radhoštěm
159;Pivovar (Brewery);Ruprenz;Pivovar Ruprenz;Uhříňovice;Uhřínovice 26, Brtnice - Uhřínovice;Czechia;minipivovar (craftbrewery);2013;http://www.pivoruprenz.cz;https://www.facebook.com/pivo.ruprenz;https://goo.gl/Vj12HN;;California Dream, Jantar, Ruprenz, Vánoční inspirace;;N 49°19.10880', E 15°38.72328';49.31848;15.645388;YES;Kraj Vysočina;Jihlava;Jihlava;Brtnice
160;Pivovar (Brewery);Rychnov nad Kněžnou;Městský Podorlický pivovar Rychnov nad Kněžnou;Rychnov nad Kněžnou;Kaštany 435, Rychnov nad Kněžnou;Czechia;minipivovar s výčepem (craftbrewery with a bar);2009;http://www.pivovarrychnov.cz;https://www.facebook.com/Městský-Podorlický-pivovar-sro-123787391139550;https://goo.gl/p7ngMQ;;Habrovák, Kaštan, Kněžna, Kvardian, Zilvar;https://flic.kr/s/aHskwAkvHN;N 50°10.29420', E 16°16.71900';50.17157;16.27865;YES;Královéhradecký kraj;Rychnov nad Kněžnou;Rychnov nad Kněžnou;Rychnov nad Kněžnou
161;Pivovar (Brewery);Rychtář;Pivovar Rychtář;Hlinsko v Čechách;Resslova 260, Hlinsko;Czechia;průmyslový pivovar (industrial brewery);1913;http://www.rychtar.cz;https://www.facebook.com/rychtarpivovar;https://goo.gl/Lvm36v;;Fojt, Grunt, Hlinecké, Natur, Premium, Rataj, Rychtář;;N 49°45.60132', E 15°54.89640';49.760022;15.91494;NO;Pardubický kraj;Chrudim;Hlinsko;Hlinsko
162;Pivovar (Brewery);Samson;Pivovar Samson;České Budějovice;Lidická tř. 458/51, České Budějovice - České Budějovice 7;Czechia;průmyslový pivovar (industrial brewery);1795;http://www.samson.cz;https://www.facebook.com/samson1795;https://goo.gl/ZwQj8J;;Dianello, Samson;;N 48°57.83832', E 14°28.47552';48.963972;14.474592;NO;Jihočeský kraj;České Budějovice;České Budějovice;České Budějovice
163;Pivovar (Brewery);Rambousek;Pivovar Rambousek;Hradec Králové;Pivovarské náměstí 1245/2, Hradec Králové;Czechia;uzavřený pivovar (closed brewery);2002 / 2016;http://www.rambousek.wz.cz;;https://goo.gl/NVnYm1;"Technologie přesunuta do pivovaru Pardubice, kde funguje jako pokusná varna pod názvem ""Minipivovar Arnošt""";Eliščino Královské, Flieger, Hradecké bílé, Rambousek;;N 50°12.49183', E 15°49.74045';50.2081972;15.8290075;NO;Královéhradecký kraj;Hradec Králové;Hradec Králové;Hradec Králové
164;Pivovar (Brewery);Santon;Pivovar Santon;Ponětovice;Ponětovice 50, Ponětovice;Czechia;minipivovar (craftbrewery);2010;;;https://goo.gl/DVpskn;Dříve sídlil v Měníně: N 49°5.48887', E 16°41.31918';Santon;;N 49°9.18780', E 16°44.54957';49.15313;16.7424928;NO;Jihomoravský kraj;Brno-venkov;Šlapanice;Ponětovice
165;Pivovar (Brewery);Rohozec;Pivovar Rohozec;Malý Rohozec;Malý Rohozec 29, Turnov - Malý Rohozec;Czechia;průmyslový pivovar (industrial brewery);1850;http://www.pivorohozec.cz;https://www.facebook.com/Pivovar-ROHOZEC-133415433434790;https://goo.gl/UNBUWQ;;Dvanáctka, Čurdův ležák, Iks, Malina, Podskalák, Prometheus, Rohozec, Skaláczech, Skalák, Třináctka, Ypsilon;;N 50°36.62300', E 15°8.84738';50.6103833;15.1474564;NO;Liberecký kraj;Semily;Turnov;Turnov
166;Pivovar (Brewery);Skřečoňský žabák;Minipivovar Skřečoňský žabák;Bohumín - Skřečoň;Blatná 554, Bohumín - Skřečoň;Czechia;minipivovar (craftbrewery);2011;http://www.skreconskyzabak.cz;https://www.facebook.com/SkreconskyZabak;https://goo.gl/s7Lz1N;;Skřečoňský žabák;;N 49°53.95248', E 18°22.42327';49.899208;18.373721;YES;Moravskoslezský kraj;Karviná;Bohumín;Bohumín
167;Pivovar (Brewery);Slavkovský;Slavkovský pivovar;Slavkov u Brna;U Mlýna 1422, Slavkov u Brna;Czechia;restaurační pivovar (brewpub);2013;http://www.slavkovskypivovar.cz;https://www.facebook.com/Slavkovský-pivovar-680032415395044;https://goo.gl/4LVL9U;;Austerlitz, Biére de l´Empereur, Proskovec, Slavkovská, Slavkovské bílé, Slavkovský;https://flic.kr/s/aHsm817TgE;N 49°8.97918', E 16°53.32357';49.149653;16.888726;YES;Jihomoravský kraj;Vyškov;Slavkov u Brna;Slavkov u Brna
168;Pivovar (Brewery);Slepý krtek;Minipivovar Slepý krtek Ujkovice;Ujkovice;Ujkovice 52, Ujkovice;Czechia;minipivovar (craftbrewery);2011;http://www.minipivovar-ujkovice.cz;https://www.facebook.com/minipivovar.ujkovice;https://goo.gl/i795ub;;Slepý krtek;;N 50°21.75228', E 15°5.74920';50.362538;15.09582;NO;Středočeský kraj;Mladá Boleslav;Mladá Boleslav;Ujkovice
169;Pivovar (Brewery);Slezan;Minipivovar Slezan;Leskovec - Kasárna;Leskovec - Kasárna;Czechia;minipivovar s výčepem (craftbrewery with a bar);2006;http://www.pivovarslezan.cz;https://www.facebook.com/pivovarslezan.cz;https://goo.gl/q6Pwmc;;Slezan;https://flic.kr/s/aHskui5gxR;N 49°47.06857', E 17°54.83025';49.7844761;17.9138375;YES;Moravskoslezský kraj;Opava;Vítkov;Březová
170;Pivovar (Brewery);Starobrno;Pivovar Starobrno;Brno - Staré Brno;Hlinky 160/12, Brno-střed - Staré Brno;Czechia;průmyslový pivovar (industrial brewery);1872;http://www.starobrno.cz;https://www.facebook.com/pivostarobrno;https://goo.gl/i9cmFn;;Baron Trenck, Drak, Hostan, Medák, Medium, Modrá Kometa, Reserva, Starobrno, Svatováclavské;;N 49°11.46168', E 16°35.50583';49.191028;16.591764;NO;Jihomoravský kraj;Brno-město;Brno;Brno
171;Pivovar (Brewery);Starokladno;Pivovar Starokladno;Kladno;Čs. armády 3230, Kladno;Czechia;restaurační pivovar (brewpub);2009;http://www.starokladno.cz;https://www.facebook.com/Starokladno;https://goo.gl/UqXgtU;;Bohouš, Cikánský Baron, Černý Havíř, Dobrák z Velké Dobré, Floutek, Kladenský hasič, Kladeňák, Ležák Mistra Taviče, Ležák Starosty Pavla, Marshal, Mazlíček, Rytíř, Spitfire, Starokladno, Štajgr, žIPA;https://flic.kr/s/aHsmi7fung;N 50°8.69518', E 14°5.54637';50.1449197;14.0924394;YES;Středočeský kraj;Kladno;Kladno;Kladno
172;Pivovar (Brewery);Staropramen;Pivovar Staropramen;Praha - Smíchov;Nádražní 43/84, Praha 5 - Smíchov;Czechia;průmyslový pivovar (industrial brewery);1869;http://www.staropramen.cz;https://www.facebook.com/Staropramen;https://goo.gl/Fgy6Fg;;Braník, Déčko, Granát, Jedenáctka, Sládkův Měšťan, Stella Artois, Staropramen, Velvet;;N 50°4.11693', E 14°24.45392';50.0686156;14.4075653;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
173;Pivovar (Brewery);U Stočesů;Minipivovar U Stočesů;Rokycany;Sokolská 282, Rokycany - Plzeňské Předměstí;Czechia;minipivovar s výčepem (craftbrewery with a bar);2011;http://www.ustocesu.cz;https://www.facebook.com/ustocesu;https://goo.gl/Bsh1Wc;;Harcíř, Hutník, Řepiš, Stočeská, Weizengrimm;https://flic.kr/s/aHsme1wfeP;N 49°44.28432', E 13°35.10600';49.738072;13.5851;YES;Plzeňský kraj;Rokycany;Rokycany;Rokycany
174;Pivovar (Brewery);Studánka;Minipivovar Studánka;Liberec - Krásná Studánka;Albrechtická 227, Liberec XXXI - Krásná Studánka;Czechia;minipivovar s výčepem (craftbrewery with a bar);2010;http://www.minipivovar.eu;;https://goo.gl/6JnF7b;;Gallasův ležák, Studánecký Antal, Studánecký Flik;;N 50°48.63727', E 15°1.89270';50.810621;15.031545;NO;Liberecký kraj;Liberec;Liberec;Liberec
175;Pivovar (Brewery);Strahov;Klášterní pivovar Strahov;Praha - Strahov;Strahovské nádvoří 301/10, Praha 1 - Hradčany;Czechia;restaurační pivovar (brewpub);2001;http://www.klasterni-pivovar.cz;https://www.facebook.com/KlasterniPivovarStrahovARestauraceSvatyNorbert;https://goo.gl/J33Jgg;;Antidepressant, Sv. Norbert;;N 50°5.21278', E 14°23.31020';50.0868797;14.3885033;NO;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
176;Pivovar (Brewery);Svatokopecký;Svatokopecký pivovar;Olomouc - Svatý Kopeček;Krejčího 122/4, Olomouc - Svatý Kopeček;Czechia;minipivovar (craftbrewery);2012;http://svatokopeckepivo.cz;https://www.facebook.com/svatokopeckepivo;https://goo.gl/gYL7FW;;Arcivánoční, Arcivévoda, Čmoud, Hanibal, J.W., Karel, Yankee;;N 49°37.83553', E 17°20.34233';49.6305922;17.3390389;NO;Olomoucký kraj;Olomouc;Olomouc;Olomouc
177;Pivovar (Brewery);Svatováclavský;Svatováclavský pivovar;Olomouc;Mariánská 845/4, Olomouc;Czechia;restaurační pivovar (brewpub);2006 - 2008, 2010;http://www.svatovaclavsky-pivovar.cz;;https://goo.gl/U92BMJ;V letech 2006 až 2008 pivovar sídlil na adrese Riegrova 22;Sv. Pavlína, Svatováclavská, Tmavé pivo pana Bruna;;N 49°35.75202', E 17°15.52260';49.595867;17.25871;YES;Olomoucký kraj;Olomouc;Olomouc;Olomouc
178;Pivovar (Brewery);Svatovar;První soukromý pivovar společenský v Lipníku;Lipník nad Bečvou;Novosady 164, Lipník nad Bečvou I - Město;Czechia;restaurační pivovar (brewpub);2004;http://www.pivovar-lipnik.cz;https://www.facebook.com/PivovarLipnik;https://goo.gl/wxim8Q;;Svatovar;;N 49°31.59713', E 17°35.35207';49.5266189;17.5892011;YES;Olomoucký kraj;Přerov;Lipník nad Bečvou;Lipník nad Bečvou
179;Pivovar (Brewery);Svatý Florian;Rodinný pivovar Svatý Florian;Loket;T. G. Masaryka 136/81, Loket;Czechia;restaurační pivovar (brewpub);2005;http://www.hotel-loket.cz;https://www.facebook.com/Rodinný-pivovar-Sv-Florián-108809569153206;https://goo.gl/6wojcm;;Florian, Longin;https://www.facebook.com/media/set/?set=a.339380906198957.1073741851.282498931887155&type=1&l=85c81a3060;N 50°11.20567', E 12°45.16583';50.186761;12.752764;YES;Karlovarský kraj;Sokolov;Sokolov;Loket
180;Pivovar (Brewery);Svatý Ján;Pivovar Svatý Ján;Polepy;Polepy 232, Polepy;Czechia;minipivovar (craftbrewery);1996;http://www.pivovarek.cz;;https://goo.gl/eos22b;;Fešák, Mamba, Mates, Mazel, Oliver, Povstalec;;N 50°0.19597', E 15°12.51882';50.003266;15.208647;NO;Středočeský kraj;Kolín;Kolín;Polepy
181;Pivovar (Brewery);Svijany;Pivovar Svijany;Svijany;Svijany 25, Svijany;Czechia;průmyslový pivovar (industrial brewery);1564;http://www.pivovarsvijany.cz;https://www.facebook.com/Svijany;https://goo.gl/JUZJfZ;;Baron, Fanda, Kněžna, Kníže, Kvasničák, Máz, Rytíř, Svijanská Desítka;;N 50°34.34980', E 15°3.24385';50.5724967;15.0540642;NO;Liberecký kraj;Liberec;Turnov;Svijany
182;Pivovar (Brewery);Syrovar;Rodinný minipivovar Syrovar;Syrovín;Syrovín 31, Syrovín;Czechia;minipivovar (craftbrewery);2012;http://www.syrovar.cz;https://www.facebook.com/www.syrovar.cz;https://goo.gl/HbbEMC;;Galaxy S, Herkules, Pacific, Syrovar, Žízeň;https://flic.kr/s/aHskug5bYx;N 49°1.58955', E 17°15.82782';49.0264925;17.2637969;YES;Jihomoravský kraj;Hodonín;Kyjov;Syrovín
183;Pivovar (Brewery);Pivovarský dům;Minipivovar Pivovarský dům;Praha - Nové Město;Lípová 511/15, Praha 2 - Nové Město;Czechia;restaurační pivovar (brewpub);1998;http://www.pivovarskydum.com;https://www.facebook.com/Pivovarskydum;https://goo.gl/tcVeSr;;Kopřivové, Májový Kozlík, Original, Štěpán, TRAMWAY;;N 50°4.52148', E 14°25.42943';50.075358;14.423824;YES;Hlavní město Praha;Hlavní město Praha;Hlavní město Praha;Praha
184;Pivovar (Brewery);Šumavský;Šumavský pivovar;Vimperk;Steinbrenerova 48, Vimperk - Vimperk I;Czechia;restaurační pivovar (brewpub);2010;http://www.sumavskypivovar.cz;https://www.facebook.com/sumavskypivovarvimperk;https://goo.gl/3SCjV7;;Vimperský;;N 49°3.14892', E 13°46.49707';49.052482;13.774951;YES;Jihočeský kraj;Prachatice;Vimperk;Vimperk
185;Pivovar (Brewery);Kunc;Minipivovar Kunc;Hodonín;Národní třída 264/10, Hodonín;Czechia;restaurační pivovar (brewpub);1994;http://www.minipivovarkunc.cz;https://www.facebook.com/minipivovarkunc;https://goo.gl/f7t2Ai;;Švihák;;N 48°51.02430', E 17°7.65948';48.850405;17.127658;YES;Jihomoravský kraj;Hodonín;Hodonín;Hodonín
186;Pivovar (Brewery);Tambor;Pivovar Tambor;Dvůr Králové nad Labem;Raisova 699, Dvůr Králové nad Labem;Czechia;minipivovar s výčepem (craftbrewery with a bar);2009;http://www.pivo-tambor.cz;https://www.facebook.com/Pivovar-Tambor-272322416262078;https://goo.gl/tkUqT8;;J.Jakoubek, Klazar, R.A.Dvorský, Tambor;;N 50°25.18957', E 15°48.54030';50.419826;15.809005;NO;Královéhradecký kraj;Trutnov;Dvůr Králové nad Labem;Dvůr Králové nad Labem
187;Pivovar (Brewery);Štramberk;Městský pivovar Štramberk;Štramberk;Náměstí 5, Štramberk;Czechia;restaurační pivovar (brewpub);2005;http://www.relaxvpodhuri.cz;;https://goo.gl/q8b7eb;;Troobacz, Trubač, Ušák;;N 49°35.46432', E 18°7.01115';49.5910719;18.1168525;YES;Moravskoslezský kraj;Nový Jičín;Kopřivnice;Štramberk
188;Pivovar (Brewery);Urban;Podklášterní pivovar Urban Třebíč;Třebíč;Nad Zámkem 7, Třebíč;Czechia;restaurační pivovar (brewpub);2012;http://www.pivovar-trebic.cz;https://www.facebook.com/PivovarTrebic;https://goo.gl/Vc63Qo;;Cornel, Kaplan, Urban;;N 49°13.04862', E 15°52.18267';49.217477;15.869711;YES;Kraj Vysočina;Třebíč;Třebíč;Třebíč
